,location,society,total_sqft,bath,balcony,price,bedrooms
10823,Haralur Road,DSimaUl,1315.0,2.0,1.0,85.0,2
10825,Bisuvanahalli,Prityel,850.0,2.0,1.0,27.0,2
10826,7th Phase JP Nagar,Eladero,1600.0,2.0,2.0,110.0,3
10827,Electronic City,Prhtsua,1250.0,2.0,1.0,62.0,2
10828,other,Puodse ,1312.0,2.0,1.0,56.5,3
10829,Kadugodi,VSaya A,3000.0,4.0,0.0,134.0,4
10830,Electronic City Phase II,Prngshi,1300.0,2.0,2.0,28.0,2
10833,Ambedkar Nagar,Thessrm,5000.0,4.0,2.0,536.0,4
10834,Kadugodi,InadeAr,1614.0,2.0,2.0,59.0,3
10836,other,Prvaska,1182.0,2.0,1.0,60.1,3
10837,other,PyonsCa,1053.0,2.0,1.0,46.29,2
10839,Gubbalala,MauilTr,2000.0,3.0,3.0,125.0,3
10840,Electronic City Phase II,SNbay G,1940.0,4.0,3.0,116.0,3
10841,Hennur Road,Shxorm ,1590.0,3.0,2.0,105.0,3
10845,Raja Rajeshwari Nagar,Keave E,1260.0,2.0,1.0,62.0,3
10847,Thanisandra,Soitya ,1702.0,3.0,2.0,107.0,3
10848,Bisuvanahalli,Prityel,1080.0,2.0,2.0,65.0,3
10850,Tumkur Road,Mairer ,1035.0,2.0,1.0,39.0,2
10851,Hennur Road,DSeldpr,1200.0,2.0,1.0,36.0,2
10854,Kanakpura Road,PrarePa,1300.0,3.0,1.0,69.0,3
10855,Yelahanka,LedorSa,1330.0,2.0,1.0,93.65,2
10856,Kaggalipura,Baowsig,1210.0,2.0,1.0,65.0,3
10858,other,SyOnen ,1900.0,2.0,2.0,65.0,3
10859,Ambedkar Nagar,SoechHa,1935.0,4.0,2.0,125.0,3
10860,other,BrlonAv,1410.0,3.0,3.0,90.0,3
10861,other,AriosHe,1469.0,2.0,2.0,99.14,2
10862,Varthur,Hirio L,986.0,2.0,1.0,30.0,2
10863,other,Sasicha,1460.0,2.0,2.0,87.0,3
10864,other,TiaksAa,1260.0,2.0,2.0,85.05,3
10865,Chandapura,Riiew L,1345.0,2.0,2.0,39.5,3
10866,Panathur,Isncasa,980.0,2.0,1.0,57.0,2
10867,Kudlu Gate,Brlms P,1164.0,2.0,2.0,75.0,2
10868,Subramanyapura,Prldsri,929.0,1.0,2.0,51.0,2
10870,Budigere,Brstaue,1172.0,2.0,0.0,56.725,2
10873,Gunjur,DSerste,1362.0,3.0,1.0,62.63,3
10874,Yeshwanthpur,IBityin,672.0,1.0,1.0,36.85,1
10875,Brookefield,Stlomg ,1746.0,3.0,3.0,115.0,3
10877,Harlur,SrEndPo,1532.0,2.0,1.0,65.0,2
10879,other,AlourAr,1250.0,2.0,2.0,65.0,2
10880,Thanisandra,SLaceda,1188.0,2.0,1.0,39.0,2
10881,Whitefield,NVaree ,3565.0,4.0,0.0,218.0,4
10882,Marathahalli,PrensKe,1170.0,2.0,2.0,85.0,2
10887,other,Radenta,2507.0,4.0,2.0,155.0,4
10888,other,ARngsd ,1061.0,2.0,1.0,34.0,2
10893,Sarjapur,Sondaka,1333.0,3.0,1.0,50.0,3
10894,Sarjapur  Road,Klark L,1691.0,3.0,2.0,119.0,3
10895,Thanisandra,Cotaror,747.0,1.0,0.0,34.355,1
10897,Thanisandra,G conTh,2030.0,4.0,1.0,125.0,3
10898,Balagere,Soresea,1012.0,2.0,1.0,70.0,2
10900,7th Phase JP Nagar,Eladero,1765.0,3.0,2.0,118.0,3
10901,Gottigere,Srtusi ,1110.0,2.0,2.0,36.25,2
10903,Sarjapur,Peles P,1044.0,2.0,2.0,36.0,2
10904,Brookefield,Baentgi,1518.0,3.0,3.0,80.0,3
10905,KR Puram,SLontel,1300.0,2.0,2.0,57.0,3
10906,other,Sapazta,1798.0,3.0,3.0,73.0,3
10907,KR Puram,Jahidva,866.28,2.0,0.0,36.38,2
10908,Whitefield,BrlisCo,3410.0,5.0,3.0,253.0,4
10909,other,EAvarum,1179.0,2.0,2.0,56.0,2
10911,Uttarahalli,Aklia R,1125.0,2.0,1.0,48.0,2
10915,5th Phase JP Nagar,Niaveha,1190.0,2.0,2.0,61.8,2
10917,Jakkur,Ceezey ,1761.0,3.0,1.0,84.52,3
10920,Electronic City,Prarkun,1128.0,2.0,1.0,64.8,2
10923,other,Ardaseo,509.0,1.0,1.0,20.0,1
10924,Ambedkar Nagar,SoechHa,1852.0,4.0,2.0,122.0,3
10925,Varthur,Myple M,1045.0,2.0,1.0,40.65,2
10926,other,Varve R,3535.0,4.0,2.0,215.0,4
10928,other,Shinei ,1800.0,3.0,2.0,82.0,4
10932,Balagere,Soresea,645.0,1.0,1.0,55.0,1
10935,other,E onsg ,2050.0,3.0,2.0,135.0,3
10936,Sarjapur  Road,DSndsod,1335.0,2.0,1.0,95.0,2
10938,Hebbal,Magiaya,1255.0,3.0,2.0,77.68,3
10939,Thanisandra,SLaceda,1140.0,2.0,1.0,59.0,2
10940,Hosakerehalli,Taonte ,2376.0,3.0,1.0,240.0,3
10941,Thanisandra,Bhe 2ko,663.0,1.0,1.0,46.0,1
10943,Kanakpura Road,JRrnauv,1450.0,3.0,3.0,60.9,3
10947,Malleshwaram,Sariaat,2200.0,3.0,2.0,275.0,3
10949,Green Glen Layout,Sravea ,1740.0,3.0,3.0,80.0,3
10954,Sarjapur  Road,Shthi S,1525.0,2.0,3.0,63.0,3
10956,Hebbal,Raard B,2470.0,5.0,2.0,192.0,4
10958,Hormavu,Savar S,1250.0,2.0,2.0,65.0,2
10959,Kothanur,YMhenLi,1400.0,2.0,1.0,70.0,2
10960,other,Naory G,1600.0,3.0,2.0,100.0,3
10961,Electronic City,GMown E,1060.0,2.0,1.0,55.0,2
10963,Kanakpura Road,Soazak ,1296.0,2.0,2.0,105.0,2
10965,Karuna Nagar,AjityIn,1945.0,3.0,3.0,115.0,3
10969,other,Aplanje,2100.0,3.0,1.0,270.0,3
10970,other,Sharlth,850.0,2.0,1.0,42.5,2
10971,Subramanyapura,Mayne A,1880.0,3.0,2.0,110.0,3
10973,Kenchenahalli,Unateit,1060.0,2.0,2.0,52.0,2
10974,Hennur Road,SaireSa,2041.0,3.0,3.0,138.0,3
10978,other,MCrds S,1184.0,2.0,1.0,62.0,2
10980,Thanisandra,Bhe 2ko,1411.0,3.0,2.0,100.0,3
10984,Thanisandra,Soitya ,1702.0,3.0,2.0,120.0,3
10985,Yelahanka,BKideor,1185.0,2.0,2.0,45.0,2
10986,Kanakpura Road,PrarePa,1300.0,3.0,1.0,64.0,3
10987,other,Vanusn ,1545.0,3.0,2.0,65.0,3
10988,other,NCierar,1515.0,2.0,2.0,135.0,3
10989,Jigani,DLhtsen,1300.0,3.0,3.0,55.0,3
10991,Old Madras Road,Brglede,1720.0,3.0,2.0,106.0,3
10992,other,Srersas,1540.0,3.0,2.0,150.0,3
10994,Electronic City,KonteiT,710.0,1.0,1.0,40.42,1
10995,Thanisandra,SLaceda,1100.0,2.0,1.0,38.0,2
10996,other,KrodsNo,3200.0,4.0,0.0,270.0,4
10998,Bannerghatta Road,Saavenc,1250.0,2.0,0.0,48.0,2
11000,Hegde Nagar,Sonosty,1584.01,3.0,1.0,104.0,3
11003,Kaggadasapura,SrncyRe,1485.0,2.0,2.0,70.0,3
11004,Hennur Road,Maity W,1100.0,2.0,1.0,78.0,3
11006,Hennur Road,Ciris P,1880.0,4.0,0.0,154.0,4
11010,Bannerghatta Road,Uncioe ,1640.0,3.0,2.0,105.0,3
11011,other,Papusa ,1165.0,2.0,1.0,65.0,2
11012,Kengeri Satellite Town,MMowsik,1110.0,2.0,1.0,43.0,2
11014,other,Soy 1Iv,4000.0,4.0,2.0,630.0,4
11017,Haralur Road,NDionas,1300.0,2.0,2.0,75.0,2
11020,Hennur Road,Puachal,1232.0,2.0,1.0,69.61,2
11023,Sarjapur  Road,GCiewty,1222.0,2.0,1.0,68.0,3
11024,Varthur,MKllei ,1155.0,2.0,2.0,39.0,2
11026,other,Bhave E,1200.0,2.0,1.0,45.0,2
11027,Yelahanka,Goues A,1517.0,3.0,2.0,71.28,3
11029,Electronic City,Itelaa ,870.0,2.0,2.0,24.0,2
11033,Whitefield,SearkHy,1345.0,3.0,1.0,58.0,3
11035,EPIP Zone,AkoreEn,3800.0,5.0,2.0,170.0,4
11037,Hennur,Shateor,1255.0,2.0,1.0,52.32,2
11038,EPIP Zone,Loe 1st,1810.0,2.0,2.0,65.0,2
11040,Thanisandra,MenueNo,1185.0,2.0,2.0,45.0,2
11041,Pattandur Agrahara,ShaleSp,1350.0,2.0,3.0,68.0,2
11042,Budigere,Brstaue,1590.0,3.0,0.0,76.16,3
11049,Kengeri Satellite Town,Rooodre,1170.0,2.0,3.0,50.0,2
11050,Sarjapur  Road,Saitya ,3420.0,4.0,2.0,225.0,4
11051,Hulimavu,Naepa D,1320.0,2.0,2.0,65.0,3
11052,Bhoganhalli,Rosha I,1610.0,3.0,2.0,84.53,3
11053,Frazer Town,Bamita ,1870.0,3.0,3.0,180.0,3
11054,Sarjapur  Road,Mades G,1510.0,2.0,1.0,110.0,3
11057,Mahadevpura,Neisei ,1500.0,2.0,1.0,70.0,3
11058,Indira Nagar,Goareir,1149.0,2.0,1.0,130.0,2
11059,Thanisandra,Bhmesy ,1948.0,4.0,2.0,129.0,4
11061,Sarjapur  Road,SJityaz,1242.0,2.0,1.0,78.0,2
11062,Sonnenahalli,Skacak ,1268.0,2.0,1.0,58.0,2
11063,Ramamurthy Nagar,Saoneil,1101.0,2.0,1.0,50.0,2
11064,other,Bhmesa ,1255.0,2.0,3.0,65.0,2
11065,Gunjur,DSerste,1362.0,3.0,1.0,62.63,3
11066,Sarjapur  Road,Puops R,984.0,3.0,2.0,140.0,3
11067,Hosa Road,SStusan,1089.0,2.0,1.0,32.67,2
11069,Uttarahalli,Aklia R,1345.0,2.0,1.0,57.0,3
11072,Kaggalipura,Baowsig,950.0,2.0,1.0,45.0,2
11073,other,Mantsce,1068.0,2.0,1.0,43.0,2
11074,Yelahanka New Town,KHatsFl,860.0,1.0,2.0,31.0,2
11076,Yelahanka,Pyikad ,1756.0,3.0,2.0,66.73,3
11077,Whitefield,SSthamh,1205.0,2.0,1.0,41.0,2
11079,Banashankari,Bregae ,1800.0,3.0,2.0,125.0,3
11081,Hormavu,Neise P,1604.0,3.0,0.0,68.0,3
11082,Old Airport Road,Jaades ,2732.0,4.0,3.0,204.0,4
11083,Chandapura,SunceEs,1015.0,2.0,2.0,25.88,2
11088,Yelahanka,DStus S,1050.0,2.0,2.0,33.1,2
11090,Mysore Road,PrntaEn,1248.52,3.0,2.0,115.0,3
11092,Bannerghatta Road,DSnjh S,1656.0,2.0,1.0,62.93,3
11093,other,Malmsri,1451.0,3.0,1.0,68.0,3
11095,JP Nagar,Maerar ,1250.0,2.0,2.0,93.0,2
11096,other,Sreat R,4395.0,3.0,3.0,240.0,3
11097,Hebbal,Emceske,4600.0,6.0,2.0,650.0,4
11098,Sonnenahalli,Laiteya,1340.0,2.0,3.0,42.0,3
11099,other,SSaveik,1100.0,2.0,2.0,38.5,2
11101,other,Heate L,1700.0,3.0,1.0,71.0,3
11103,KR Puram,SViseun,1096.0,2.0,1.0,43.0,2
11104,Electronic City Phase II,Sryalan,1160.0,2.0,1.0,33.5,2
11106,other,Undge T,1269.0,2.0,2.0,63.0,3
11108,Panathur,Prcesvy,1586.0,3.0,1.0,125.0,3
11109,Rajaji Nagar,ProdsWe,1376.0,2.0,1.0,124.0,2
11110,Kanakpura Road,JRrnauv,1452.0,3.0,3.0,56.5,3
11111,Hosa Road,Sosisic,1538.0,3.0,1.0,107.0,3
11112,Hosur Road,PuendWe,1427.0,2.0,1.0,130.0,3
11114,other,Raeusiy,1220.0,2.0,3.0,65.0,2
11115,Harlur,Prncyrn,1197.0,2.0,1.0,77.0,2
11118,Thanisandra,Bhmesy ,1573.0,3.0,1.0,90.0,3
11119,Dodda Nekkundi,Srsami ,1135.0,2.0,2.0,58.0,2
11123,other,Sohea A,2045.0,3.0,2.0,108.0,3
11124,Sonnenahalli,Skacak ,1268.0,2.0,1.0,56.0,2
11125,Kambipura,Prrtht ,883.0,2.0,1.0,39.0,2
11126,Yelahanka,PuziaVe,1600.0,3.0,3.0,100.0,3
11127,Thanisandra,Bhmesy ,1056.0,2.0,2.0,70.0,2
11130,KR Puram,Gasom B,1204.0,2.0,2.0,58.0,2
11131,other,Dhndsh ,1410.0,2.0,1.0,54.0,3
11132,Hennur Road,Elley B,1460.0,2.0,1.0,80.3,2
11134,other,AbarkVa,1310.0,2.0,1.0,88.0,2
11135,other,Putus L,1600.0,3.0,2.0,90.0,3
11137,Sarjapur  Road,SJityaz,1665.0,3.0,2.0,74.93,3
11138,Uttarahalli,Aklia R,1345.0,2.0,1.0,57.0,3
11140,other,SRensar,1416.0,2.0,2.0,67.0,2
11141,HSR Layout,NRosete,1145.0,2.0,2.0,46.0,2
11143,Jigani,DLhtsen,1231.0,3.0,2.0,58.0,3
11144,Yelahanka,Neite T,1664.0,3.0,0.0,73.95,3
11146,Rajiv Nagar,Ahntyve,972.0,2.0,2.0,43.0,2
11151,Balagere,Soresea,1007.0,2.0,1.0,68.0,2
11153,Whitefield,Veales ,1250.0,2.0,2.0,85.0,2
11155,Horamavu Agara,S2ionrn,994.0,2.0,1.0,42.28,2
11157,Thanisandra,MenueNo,1220.0,2.0,2.0,46.0,2
11158,other,PlhtsHe,1441.0,2.0,1.0,115.0,2
11159,Old Madras Road,Saesttt,1157.0,2.0,2.0,47.32,2
11161,Thigalarapalya,Prtanha,1400.0,2.0,2.0,105.0,2
11173,other,Jahipa ,675.0,2.0,2.0,13.5,2
11174,Kanakpura Road,Atarebe,1430.0,2.0,2.0,78.0,2
11176,Old Madras Road,Brica E,2640.0,5.0,1.0,150.0,3
11177,Bisuvanahalli,Prityel,1075.0,2.0,1.0,42.0,3
11178,Hennur Road,Shxorm ,1570.0,3.0,0.0,75.99,3
11180,Sonnenahalli,Skacak ,1011.0,2.0,1.0,59.0,2
11181,7th Phase JP Nagar,BriumMi,1450.0,2.0,1.0,102.0,3
11182,Sarjapur  Road,Ahriaup,1129.0,2.0,1.0,69.0,2
11183,other,Soe 2as,1126.0,2.0,1.0,36.0,2
11185,Sarjapur  Road,MJinele,1180.0,2.0,2.0,45.0,3
11188,Hennur Road,Samittv,1933.0,3.0,2.0,140.0,3
11191,other,UKicte ,610.0,1.0,0.0,28.0,1
11193,other,Prone M,1300.0,3.0,3.0,77.99,3
11200,other,AlEcone,1864.0,3.0,2.0,120.0,3
11207,Bellandur,Krine O,1200.0,2.0,1.0,62.0,2
11208,other,Srg Bnc,1735.0,3.0,2.0,70.0,3
11209,BTM 2nd Stage,SNe 2ev,1750.0,3.0,3.0,172.0,3
11210,HSR Layout,Ammesss,1009.0,2.0,2.0,56.0,2
11211,Jalahalli,BrardCo,1470.0,2.0,3.0,102.0,3
11213,other,Juoryma,985.0,2.0,1.0,45.0,2
11215,Whitefield,Asarqz ,1277.0,2.0,1.0,77.0,2
11216,other,CMoneoo,1100.0,2.0,1.0,62.0,2
11217,Whitefield,Brony H,1820.0,3.0,2.0,140.0,3
11219,Banashankari,PrdgeSo,1886.0,3.0,2.0,205.0,3
11221,Jakkur,BrdgeNo,1880.0,4.0,2.0,110.0,3
11222,Hennur,Shateor,1255.0,2.0,2.0,52.35,2
11223,Kanakpura Road,PrarePa,700.0,2.0,1.0,36.0,2
11225,Electronic City Phase II,Sryalan,1025.0,2.0,1.0,29.6,2
11226,Whitefield,ArsiaEx,3453.0,4.0,2.0,247.0,4
11229,Sarjapur  Road,Adeatlm,1850.0,3.0,2.0,140.0,3
11232,Kodihalli,Soianal,3522.0,5.0,3.0,716.0,4
11233,Jalahalli,Vaniai ,1244.0,2.0,2.0,88.0,2
11235,Kengeri Satellite Town,DSestSt,1025.0,2.0,1.0,28.57,2
11236,Sarjapur  Road,DSlesSp,1034.0,2.0,1.0,38.0,2
11237,Kengeri Satellite Town,DSestSt,1191.0,2.0,2.0,33.34,3
11238,Kasavanhalli,Maowsve,1719.0,3.0,2.0,71.0,3
11241,Hosa Road,SJerse ,1470.0,2.0,2.0,84.22,3
11243,Harlur,SosicCl,1752.12,3.0,2.0,125.0,3
11246,Old Madras Road,Brica E,2990.0,3.0,2.0,170.0,3
11247,Bannerghatta Road,SNity S,1660.0,3.0,2.0,85.0,3
11248,Electronic City,Pao 3ow,1275.0,3.0,3.0,63.43,3
11252,other,Brens7 ,1392.0,3.0,1.0,69.46,3
11253,Whitefield,Asarqz ,1245.0,2.0,1.0,59.76,2
11255,Yeshwanthpur,IBityin,1162.0,2.0,2.0,64.08,2
11256,other,EAvarum,1476.0,2.0,1.0,73.0,3
11259,Jigani,DLhtsen,943.0,2.0,2.0,48.0,2
11261,Sarjapur  Road,VHinoel,1113.0,2.0,1.0,44.5,2
11262,Varthur,Myple M,1615.0,3.0,2.0,69.43,3
11263,other,ETens G,1279.0,2.0,3.0,100.0,2
11266,other,Suiseit,1350.0,3.0,1.0,65.0,3
11268,Rajaji Nagar,ProdsWe,1357.0,2.0,1.0,123.0,2
11269,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3
11270,Ardendale,SoystAm,1777.26,3.0,2.0,92.0,3
11271,Bisuvanahalli,Prityel,845.0,2.0,2.0,32.0,2
11273,Varthur,Soamsay,1210.0,2.0,1.0,64.15,2
11275,Sarjapur  Road,Adeatlm,1879.0,3.0,2.0,155.0,3
11276,Hosur Road,Collsrn,1250.0,2.0,2.0,50.0,3
11278,Marathahalli,Unezes ,1108.0,2.0,1.0,60.0,3
11280,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,75.0,3
11281,other,SaaceSa,1185.0,2.0,1.0,42.66,2
11282,Green Glen Layout,Soweray,1751.0,3.0,2.0,115.0,3
11284,Bannerghatta Road,SNity S,1880.0,3.0,2.0,96.5,3
11285,Whitefield,Somns T,1322.5,3.0,0.0,40.985,3
11287,Jalahalli,Prensin,1407.0,2.0,1.0,98.49,2
11288,other,Shentnd,1000.0,2.0,2.0,50.0,2
11289,Electronic City,Briumri,1518.0,3.0,3.0,75.0,3
11291,Tumkur Road,Sahtsva,1027.0,2.0,1.0,67.0,2
11292,other,Soeurri,3730.0,6.0,2.0,430.0,4
11293,HSR Layout,NRosete,1145.0,2.0,2.0,46.0,2
11294,Rajaji Nagar,ProdsWe,1260.0,2.0,2.0,113.0,2
11295,Begur Road,Dhalsh ,1500.0,2.0,3.0,47.25,3
11296,Varthur,DSingSt,1737.0,2.0,1.0,57.32,3
11299,Hegde Nagar,Sonosty,1500.0,3.0,2.0,135.0,3
11302,Hennur Road,Inaxyga,1030.0,2.0,1.0,46.5,2
11304,Kammasandra,Sulya A,1057.0,2.0,1.0,35.0,2
11305,Old Airport Road,Jaades ,2774.0,4.0,3.0,208.0,4
11306,Thanisandra,SLaceda,1460.0,2.0,2.0,38.5,2
11307,Hormavu,ARureig,1075.0,2.0,1.0,53.7,2
11309,Kodihalli,Priesla,3626.0,5.0,3.0,788.0,4
11311,other,SLowse ,1139.7,2.0,1.0,45.0,2
11312,Whitefield,ARipsul,1074.0,2.0,1.0,42.8,2
11314,Sarjapur  Road,Puallhi,2425.0,5.0,1.0,175.0,4
11315,Sarjapur  Road,Maantr ,1323.0,2.0,2.0,74.0,2
11316,Hennur Road,Puachal,1232.0,2.0,1.0,69.61,2
11317,Kalena Agrahara,Prmesi ,900.0,2.0,1.0,40.0,2
11318,other,Soe 2as,740.0,1.0,1.0,23.65,1
11319,Hebbal,Mahosya,1920.0,3.0,2.0,134.0,3
11321,Bannerghatta Road,SNity S,1550.0,3.0,2.0,96.0,3
11322,Gunjur,MyhtsHe,1588.0,2.0,3.0,90.0,3
11326,Hennur,MDncyhi,1340.0,2.0,2.0,54.27,3
11329,Thanisandra,Soitya ,1719.0,3.0,2.0,135.0,3
11330,Horamavu Agara,Maows M,1107.83,2.0,1.0,41.51,2
11334,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3
11335,other,K dotna,1247.0,2.0,1.0,58.56,2
11336,Thanisandra,Bhmesy ,1595.0,3.0,2.0,96.0,3
11337,Kaggadasapura,JaaldEm,1175.0,2.0,2.0,50.0,2
11339,Old Airport Road,VSletes,1184.0,2.0,1.0,78.0,2
11340,other,Srhan P,1100.0,2.0,2.0,55.0,2
11342,Yelahanka,Niareum,1200.0,2.0,2.0,60.0,2
11345,Uttarahalli,KBnnupu,1000.0,2.0,0.0,52.0,2
11346,Yelahanka,Prensya,1705.0,3.0,2.0,85.0,3
11347,Tumkur Road,Mairer ,1060.0,2.0,2.0,58.3,3
11348,Chikka Tirupathi,Theanmp,2325.0,4.0,1.0,120.0,4
11349,other,DiiteR ,1347.0,2.0,2.0,55.0,3
11351,Varthur,Unris E,1402.0,2.0,2.0,95.0,2
11352,Whitefield,Prtates,2280.0,4.0,2.0,125.0,3
11354,5th Phase JP Nagar,Maodser,1080.0,2.0,1.0,53.0,2
11357,Begur Road,Dhalsh ,1100.0,2.0,2.0,42.6,2
11358,Sarjapur  Road,DSndsod,2500.0,4.0,3.0,225.0,4
11359,Bannerghatta Road,PrarePa,1200.0,2.0,2.0,78.0,2
11360,Begur Road,Dhalsh ,1565.0,2.0,2.0,57.91,3
11363,Whitefield,Prtates,2882.0,5.0,1.0,200.0,4
11365,other,RahtsHe,2180.0,3.0,3.0,273.0,3
11367,Abbigere,SLtias ,985.0,2.0,1.0,38.92,2
11368,Sarjapur,Sondaka,950.0,2.0,2.0,35.0,2
11370,other,Spity E,1449.0,3.0,1.0,72.0,3
11373,Hoskote,Soose P,1003.5,2.0,0.0,28.095,2
11377,Sarjapur,Prldsum,3009.0,3.0,2.0,330.0,3
11382,other,Icncy R,1300.0,2.0,3.0,95.0,2
11383,Kanakpura Road,Hahtsya,1220.0,2.0,2.0,60.0,2
11384,Sarjapur  Road,SoniaEt,2289.0,3.0,2.0,178.0,3
11385,Whitefield,Suhamra,1170.0,2.0,1.0,56.0,2
11387,Kambipura,Prrtht ,883.0,2.0,1.0,45.0,2
11388,Thanisandra,Soitya ,1698.0,3.0,2.0,125.0,3
11389,Electronic City Phase II,SNbay G,2187.5,4.0,0.0,105.0,4
11391,Somasundara Palya,ManceEl,1185.0,2.0,2.0,75.0,2
11392,Padmanabhanagar,SollyCl,2051.0,3.0,1.0,180.0,3
11394,Electronic City Phase II,Brods W,1252.0,2.0,1.0,67.0,2
11398,Rajaji Nagar,PhestOn,2500.0,3.0,3.0,340.0,3
11405,Bhoganhalli,Suwerlo,970.0,2.0,1.0,52.5,2
11407,Whitefield,DSersus,1639.5,3.0,0.0,92.63,3
11410,Ramagondanahalli,ViistLa,1635.0,3.0,1.0,57.0,3
11411,Harlur,Femes S,3425.0,3.0,1.0,320.0,3
11412,Hennur Road,Gollela,2950.0,4.0,3.0,253.0,4
11413,Jalahalli,Vaniai ,1200.0,2.0,1.0,66.0,1
11415,Hebbal,Brium C,4450.0,6.0,0.0,449.0,4
11416,Yeshwanthpur,IBityin,1166.0,2.0,1.0,64.08,2
11417,Rajaji Nagar,PhestOn,2390.0,3.0,1.0,372.0,3
11419,other,Daxir E,1690.0,3.0,3.0,50.0,3
11422,Thanisandra,Bhe 2ko,1732.0,3.0,1.0,85.73,3
11424,other,DShtsow,1095.0,2.0,1.0,85.41,2
11425,Kengeri,VBn 2lm,416.0,1.0,1.0,17.19,1
11427,Yelahanka,NCs 2rj,1350.0,2.0,3.0,85.0,3
11429,Thanisandra,Moity S,1226.0,2.0,1.0,65.0,2
11431,Hegde Nagar,Dhniail,1168.0,2.0,1.0,68.0,3
11432,other,Mamespa,1776.0,3.0,2.0,124.0,3
11433,Whitefield,CMionsy,1634.0,3.0,2.0,68.0,3
11437,Whitefield,Pae 1ov,1190.0,2.0,1.0,70.0,2
11438,JP Nagar,DSvvyx ,1133.0,2.0,1.0,33.99,2
11439,other,AritaFe,1559.0,3.0,2.0,62.0,3
11441,other,Prowshi,6652.0,6.0,1.0,510.0,4
11442,Kodichikkanahalli,Prs 2hi,976.0,2.0,1.0,50.0,2
11445,Binny Pete,Shestlo,2940.0,6.0,2.0,201.0,4
11446,Yelahanka,NCarkna,1633.0,3.0,2.0,110.0,3
11447,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,46.0,2
11448,Kereguddadahalli,DSdorSp,1400.0,2.0,2.0,42.0,3
11449,Uttarahalli,DSera S,1037.0,2.0,1.0,36.0,2
11450,Thanisandra,SLaceda,1188.0,2.0,1.0,36.0,2
11451,other,Amnavdr,1060.0,2.0,1.0,52.0,2
11452,Thigalarapalya,Prtanha,2215.0,4.0,2.0,162.0,3
11455,Hormavu,ARureig,1075.0,2.0,1.0,53.7,2
11456,Harlur,Prncyrn,2569.0,5.0,3.0,180.0,4
11458,Kudlu Gate,Sanzaat,1183.0,2.0,1.0,79.54,2
11459,HSR Layout,Veyal V,1100.0,2.0,2.0,44.0,2
11462,Jakkur,HRaniIb,1291.0,2.0,1.0,75.0,2
11464,Electronic City,GMown E,1060.0,2.0,1.0,55.0,2
11465,7th Phase JP Nagar,Eladero,1575.0,2.0,2.0,110.0,3
11468,Mahadevpura,Neisei ,1236.0,2.0,1.0,58.0,2
11470,Malleshwaram,Sariaat,2475.0,4.0,3.0,326.0,3
11476,Thanisandra,Bhmesy ,1056.0,2.0,1.0,75.0,2
11479,Kudlu Gate,Sanzaat,1850.0,3.0,2.0,110.0,3
11480,other,IDldsin,3150.0,4.0,3.0,180.0,4
11484,Chandapura,SunceEs,1185.0,2.0,2.0,30.22,3
11485,Jigani,DLhtsan,918.0,2.0,2.0,56.0,2
11487,Munnekollal,Raisys ,1540.0,2.0,3.0,70.0,3
11488,Lakshminarayana Pura,RothaVa,1200.0,2.0,2.0,80.0,2
11490,Sarjapur,Caonand,2585.5,4.0,0.0,115.0,4
11492,Hosur Road,Saageat,1345.0,2.0,2.0,106.0,2
11494,8th Phase JP Nagar,HMityld,1510.0,2.0,3.0,80.0,2
11498,Yelahanka,Goues A,827.5,1.0,0.0,42.535,1
11501,Kanakpura Road,PrarePa,1100.0,3.0,2.0,53.0,3
11502,Hormavu,Kolisl ,2282.0,4.0,0.0,115.0,4
11504,Sarjapur,Corix B,2172.0,3.0,0.0,100.0,3
11510,Uttarahalli,SLnssPr,1245.0,2.0,2.0,43.58,3
11512,Sahakara Nagar,VincyRe,1200.0,2.0,0.0,46.0,2
11516,7th Phase JP Nagar,BriumMi,2100.0,3.0,2.0,200.0,3
11520,Hebbal,Brium C,3520.0,5.0,2.0,240.0,3
11521,5th Phase JP Nagar,Mangsr ,1041.0,2.0,2.0,54.0,2
11522,Sarjapur  Road,Shthi S,1505.0,2.0,2.0,60.0,3
11523,other,Mamespa,1776.0,3.0,2.0,150.0,3
11524,Bellandur,OriewLa,1767.0,3.0,2.0,89.0,3
11525,other,Almid P,1293.0,2.0,2.0,80.0,2
11527,other,Viowsen,1280.0,2.0,2.0,68.48,2
11528,Thanisandra,Bhe 2ko,1245.0,2.0,1.0,83.05,2
11531,Kanakpura Road,PrarePa,1100.0,3.0,2.0,58.0,3
11533,Kannamangala,Sonue A,1814.0,3.0,1.0,129.0,3
11534,Ramagondanahalli,DNeremo,1610.0,2.0,1.0,112.0,3
11536,Kasavanhalli,Oca 2 V,1600.0,3.0,3.0,79.0,3
11540,Kanakpura Road,JRrnauv,1452.0,3.0,3.0,60.98,3
11541,other,Naory G,1475.0,3.0,3.0,75.0,3
11542,Electronic City,SJityVe,1353.0,2.0,3.0,75.0,2
11545,Whitefield,Pronege,4800.0,4.0,3.0,550.0,4
11546,Sahakara Nagar,Rauil T,1270.0,2.0,1.0,96.0,2
11549,Thanisandra,G conTh,2695.0,4.0,3.0,188.0,4
